track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),0TnOYISbd1XYRBk9myaseg,Pitbull,4rG0MhkU6UojACJxkMHIXB,227280,2011-06-17,75,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,62zFEHfAYl5kdHYOivj4BC,62zFEHfAYl5kdHYOivj4BC
2BKyXCkxhZRGwREqZacJ9M,She Make It Clap,6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1l5ZuwSAlGfOrHRmoNNoL3,111621,2021-03-12,61,0.938,0.463,1,-13.124,1,0.479,0.035,0.00652,0.1,0.46,119.878,2BKyXCkxhZRGwREqZacJ9M,2BKyXCkxhZRGwREqZacJ9M
7IUl5c6u18rzmyQOblj10T,Somebody To Love Remix,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,0wZJCeyfJ0LVrrtH4CwQYw,220160,2011-01-01,59,0.703,0.836,5,-4.619,1,0.0283,0.00388,0.0,0.16,0.552,129.987,7IUl5c6u18rzmyQOblj10T,7IUl5c6u18rzmyQOblj10T
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5dGWwsZ9iB2Xc3UKR0gif2,198081,2021-03-19,99,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI
5hjn1xQQvOXD85j83j7lRr,Aya,4d8dVaN19U8R3fpxswfpT5,WilliamGregory,1EVhJ2XSQGY3z1WL90XLnT,179400,2021-04-15,35,0.708,0.823,11,-5.261,0,0.0508,0.0452,0.000256,0.133,0.169,100.055,5hjn1xQQvOXD85j83j7lRr,5hjn1xQQvOXD85j83j7lRr
2HYvkdq6lpFXkVz9Tfqi8r,Big Gangsta,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,7udQ5hoKMjgCJT75oxPmgn,243462,2019-05-31,79,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,2HYvkdq6lpFXkVz9Tfqi8r,2HYvkdq6lpFXkVz9Tfqi8r
1XXimziG1uhM0eDNCZCrUl,Up,4kYSro6naA4h99UJvo89HB,Cardi B,5BNrcvfbLyADks4RXPW7VP,156944,2021-02-05,89,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,1XXimziG1uhM0eDNCZCrUl,1XXimziG1uhM0eDNCZCrUl
2169IKAivSUUFGcedGASXc,16 Shots,2ExGrw6XpbtUAJHTLtUXUD,Stefflon Don,7fhtLker4wksK42E4hyhxK,224727,2017-05-22,72,0.684,0.79,3,-4.871,0,0.0735,0.0271,0.000371,0.0854,0.549,95.083,2169IKAivSUUFGcedGASXc,2169IKAivSUUFGcedGASXc
6ic8OlLUNEATToEFU3xmaH,Gimme More,26dSoYclwsYLMAKD3tpOr4,Britney Spears,1ePkYcH5ZQCb1b4tQeiEDj,251240,2007-10-25,83,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,6ic8OlLUNEATToEFU3xmaH,6ic8OlLUNEATToEFU3xmaH
5OiLJ8tjUPFiPX2gVM8fxJ,Imma Be,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,36fdxiOzdlmsrHgGcfvqUJ,257560,2009-01-01,68,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,5OiLJ8tjUPFiPX2gVM8fxJ,5OiLJ8tjUPFiPX2gVM8fxJ
0ZquDRUoxvC4QXHlBfRePZ,Alo Michael - rico rico rico rico,3SB8QuuxVULg4nFHoWJ5vj,Los Dioses Del Ritmo,54bHpoNoYjKjh5eXJjsq9h,186460,2020-05-30,35,0.853,0.667,9,-10.256,1,0.0823,0.265,0.000382,0.082,0.919,115.992,0ZquDRUoxvC4QXHlBfRePZ,0ZquDRUoxvC4QXHlBfRePZ
4iSWQ5Eadn5tZvvG9XNzYN,You're Perfect,5sK8BsvyDl4TFA6KaBf8or,Charly Black,6vZbWkCUqbIbEZnPaoDBFF,196973,2017-10-20,69,0.817,0.855,7,-3.282,0,0.244,0.318,0.0,0.0517,0.783,104.909,4iSWQ5Eadn5tZvvG9XNzYN,4iSWQ5Eadn5tZvvG9XNzYN
5JTLOTRT5W79DqlBdQuANa,Birthday,5MeLi8GYbrPCoYWQM1ZRyi,Slapaholics,5PLNsCV1C5mhXWJcdKZZEj,171040,2021-05-01,35,0.688,0.862,1,-7.896,1,0.257,0.0377,0.000269,0.0746,0.417,77.514,5JTLOTRT5W79DqlBdQuANa,5JTLOTRT5W79DqlBdQuANa
