track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
3aycdSP3P2E7pb4piU4KqO,Pinagpalit,3UQp19LiNZeaMJx97j9OlX,Macaulay Sulkin,3TCtS60D4dBGkOSvmi2wTM,189440,2020-03-06,37,0.864,0.504,8,-8.981,0,0.329,0.0354,0.0,0.0877,0.877,161.98,3aycdSP3P2E7pb4piU4KqO,3aycdSP3P2E7pb4piU4KqO
7MrDfa1uQGVXx0JMZ2u5tN,Hayaan Mo Sila,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,12DwmRcztX6NAZR0vQsYUF,367229,2018-01-13,57,0.708,0.704,5,-4.747,1,0.0624,0.71,0.0,0.066,0.71,80.018,7MrDfa1uQGVXx0JMZ2u5tN,7MrDfa1uQGVXx0JMZ2u5tN
5tdjElcAN1YEjY3ScjvN0Q,Sabi Ko Na Barbie,3iw7qeDiWDu3nmXovY1EVS,Power Beats Club,7s7ovBJDpM9ZKTaF00cMz1,207307,2020-02-25,20,0.889,0.936,1,-3.361,1,0.0501,0.144,0.652,0.326,0.977,132.004,5tdjElcAN1YEjY3ScjvN0Q,5tdjElcAN1YEjY3ScjvN0Q
4T7CM071eEoHudiDShZlCJ,Tala,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,42F8uTX1DR3OiaKVtrz3Gr,245053,2015-12-04,59,0.598,0.795,8,-1.602,1,0.0497,0.623,0.000193,0.0971,0.499,97.999,4T7CM071eEoHudiDShZlCJ,4T7CM071eEoHudiDShZlCJ
1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,3PDFGpPl4ienSn5Vwisfrh,Flow G,4h5wKpTXHfEeYYZIIVOC8g,211278,2020-02-03,61,0.692,0.656,7,-7.452,0,0.0744,0.554,0.0,0.194,0.668,82.985,1x7DysraeqSgVgj95hHc3U,1x7DysraeqSgVgj95hHc3U
5DdSN5U634K0bREQEbz6VI,Dati,2P3aLwJ41aRYkyFFw2FRM7,Sam Concepcion,4WBmtqpXR1uws9d2Sg6UrZ,240600,2013,53,0.601,0.644,8,-5.741,1,0.114,0.239,0.0,0.124,0.758,183.905,5DdSN5U634K0bREQEbz6VI,5DdSN5U634K0bREQEbz6VI
0jfW1sHHxfinhSluUi200e,Kinikilig,1IJ4wDIUWLb0XLmPN79SDj,Hazel Faith,3MNDuraSWgai6qdU9j6IsE,225601,2016-05-20,41,0.776,0.689,4,-8.553,1,0.0329,0.191,1.62e-06,0.214,0.897,127.97,0jfW1sHHxfinhSluUi200e,0jfW1sHHxfinhSluUi200e
5J0obeHgIFKkPiGBPTOqLw,Panalo (Trap Cariñosa),1IQ4CjwKkdARjL5KtYiMt4,Ez Mil,0Ol4rGwMRYkGguZXHlBscR,217414,2020-07-27,52,0.676,0.776,0,-4.799,0,0.403,0.0246,0.0,0.368,0.475,139.987,5J0obeHgIFKkPiGBPTOqLw,5J0obeHgIFKkPiGBPTOqLw
7iNMzfw2couNdTNXMYG2IR,Filipina Girl,43CiK1548VVp2DT95joswS,Billy Crawford,0bBU7EKITlqetuEdnRHepO,218133,2019-03-22,51,0.57,0.463,0,-7.655,1,0.317,0.663,0.0,0.092,0.499,119.675,7iNMzfw2couNdTNXMYG2IR,7iNMzfw2couNdTNXMYG2IR
2oX05W6LxDNAUidLwUhmZT,Baby Ko Si Kulot,2FGYJ3WqsLqkv65pO5NYYQ,Guthrie Nikolao,4lX1LOZ4W5Qf7oZhzoSQA4,245280,2021-02-04,51,0.833,0.652,6,-7.303,1,0.0535,0.269,0.0,0.0368,0.96,147.05,2oX05W6LxDNAUidLwUhmZT,2oX05W6LxDNAUidLwUhmZT
3a22L5P9cix1HFNzjb3SpB,Sulyap,3r0NbTTxtCBUyxcIR4prXr,Jr Crown,651Y3kzsh0EK5I8iKLpGdJ,255530,2020-07-13,62,0.823,0.527,0,-10.771,1,0.091,0.455,0.0,0.0796,0.947,145.966,3a22L5P9cix1HFNzjb3SpB,3a22L5P9cix1HFNzjb3SpB
3us3yACYidjyZwm9to0czY,Magandang Dilag,2JyNzzFJh2wkkZo7ZjMSs2,JM Bales,7cqjb3DH3G3aLe7VEIuUkQ,237818,2020-11-20,64,0.898,0.458,6,-12.568,0,0.0463,0.07,0.0,0.387,0.748,110.014,3us3yACYidjyZwm9to0czY,3us3yACYidjyZwm9to0czY
4v2yxWNY3WCzB0YS9QJZP4,Byahe,2U5mF0PZqGu6glnz55yY0y,John Roa,6GkdhbqD0GxO1YMan6eK2b,249184,2016-09-30,73,0.682,0.471,8,-9.486,1,0.053,0.565,0.00277,0.0919,0.56,126.618,4v2yxWNY3WCzB0YS9QJZP4,4v2yxWNY3WCzB0YS9QJZP4
7bUvgvAf0tdQIty95lV5wf,Dance With You,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,3SIGbTYOaRM0UHA64nUtgE,244321,2020-11-19,71,0.771,0.629,8,-7.1,1,0.0833,0.0375,0.0,0.108,0.552,116.0,7bUvgvAf0tdQIty95lV5wf,7bUvgvAf0tdQIty95lV5wf
1dcNEEtODRVZEevQ20Cgmy,Nangangamba,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,4kHntHygZZcKMRXGE2k1Fw,210354,2020-08-07,75,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,1dcNEEtODRVZEevQ20Cgmy,1dcNEEtODRVZEevQ20Cgmy
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4nQxblVnnFPehg9ujzdJ8L,318814,2017-06-23,70,0.491,0.314,10,-8.58,1,0.0301,0.776,4.76e-06,0.152,0.295,126.921,3WUEs51GpcvlgU7lehLgLh,3WUEs51GpcvlgU7lehLgLh
3PLARiBoxCpJFUMZhvV63x,Dalaga,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,3WcPb5LktyXktr9ufHLm4v,297932,2018-07-23,54,0.94,0.499,8,-10.123,1,0.0825,0.535,0.000119,0.0889,0.537,109.962,3PLARiBoxCpJFUMZhvV63x,3PLARiBoxCpJFUMZhvV63x
2mwd0LWLBgtQBEOLG96nbU,Bagay Tayo,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,6r5Q4HTHG4DGcZ7mrfgaRw,397033,2018-12-04,58,0.804,0.557,0,-8.658,1,0.163,0.322,0.0,0.106,0.645,100.053,2mwd0LWLBgtQBEOLG96nbU,2mwd0LWLBgtQBEOLG96nbU
7HInAqptuH6G86hfYgez9g,Dulo,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,43YV1GCnC3CbKgyryPraQU,228038,2018-11-12,0,0.789,0.265,0,-12.67,1,0.0731,0.424,0.0,0.117,0.448,109.974,7HInAqptuH6G86hfYgez9g,7HInAqptuH6G86hfYgez9g
5P9lp3aMQws2X4MH5d3xyT,Anestisya,6MCW0S6GvMj7QaaH9sckgi,JBK,3l7C0N5eV9ZDJicL8MHAzf,236670,2019-10-04,9,0.634,0.505,10,-9.848,0,0.0266,0.587,0.0,0.115,0.479,139.669,5P9lp3aMQws2X4MH5d3xyT,5P9lp3aMQws2X4MH5d3xyT
3vGkyQlCw8LklNip0ZUELC,Nobela,70ljCILl0aVXitf3K39YvT,Join The Club,7kzETZloUVbyQLuqDnLPVV,291506,2016-04-01,62,0.358,0.548,8,-5.998,1,0.027,0.36,0.0,0.173,0.518,163.434,3vGkyQlCw8LklNip0ZUELC,3vGkyQlCw8LklNip0ZUELC
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1YlibpAvhJBbMZMBwN1KGv,The Juans,2m8pNsbpAvJYe7rbRpkhFF,303937,2018-10-26,65,0.283,0.281,11,-11.414,1,0.035,0.437,0.00114,0.102,0.127,79.919,6VqZS3Wmf53pbfDBVEYvnP,6VqZS3Wmf53pbfDBVEYvnP
6YEO7K4hwGKh7BmNxMMvkc,Oks Lang,2U5mF0PZqGu6glnz55yY0y,John Roa,6c91nspPojdT3JhVNfNu9N,336369,2018-02-14,59,0.313,0.237,9,-14.538,1,0.0451,0.855,0.000386,0.0961,0.165,80.13,6YEO7K4hwGKh7BmNxMMvkc,6YEO7K4hwGKh7BmNxMMvkc
5l9g7py8RCblcvbZgGQgSd,Pagtingin,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,7xCcuTA3abKwxj8HwgxP7R,227370,2019-05-12,65,0.669,0.42,2,-8.464,1,0.0253,0.506,0.0,0.404,0.523,95.049,5l9g7py8RCblcvbZgGQgSd,5l9g7py8RCblcvbZgGQgSd
6C3SKl8oJbfjfJBANhuQuu,Akala,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,0jKCXQ0FtJxu9B8HSBb58h,341167,2018-07-20,51,0.502,0.185,10,-11.423,1,0.0635,0.864,0.0,0.105,0.185,125.044,6C3SKl8oJbfjfJBANhuQuu,6C3SKl8oJbfjfJBANhuQuu
6p6DiqAPwMX7vdrSo30wgo,'Di Na Muli,09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,4u7nLwDVRz7z0mxweMbVZ6,207018,2018-04-06,55,0.413,0.561,1,-3.092,1,0.0517,0.192,0.0,0.0914,0.352,88.69,6p6DiqAPwMX7vdrSo30wgo,6p6DiqAPwMX7vdrSo30wgo
6IdEQ3HUseBeRUYFSzSMdL,Zebbiana,117XFtbZPnCI1EYKjYZWJc,Skusta Clee,4AaygWd1ZnCzZ4ak9EM23s,304664,2019-07-26,62,0.677,0.433,8,-8.518,1,0.037,0.545,0.0,0.105,0.498,134.006,6IdEQ3HUseBeRUYFSzSMdL,6IdEQ3HUseBeRUYFSzSMdL
0yRXPoZx4gkGUYDqNwEGOM,Marikit,6kyw9sh7ryjy1GQdPYH3Yd,Juan Caoile,0GzYowLMSHYRj0rP6fBXGF,263333,2020-05-21,0,0.806,0.594,11,-7.671,1,0.0748,0.577,0.0,0.098,0.787,143.016,0yRXPoZx4gkGUYDqNwEGOM,0yRXPoZx4gkGUYDqNwEGOM
0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,1SrWbIDP84JcSDr0oTBAQw,Matthaios,5wc853BF5VXMkP8kQGUPT5,139180,2019-09-15,58,0.817,0.297,1,-13.695,1,0.0553,0.722,0.0,0.101,0.443,100.031,0G5qmu4TsdUH19zdcbI9Ui,0G5qmu4TsdUH19zdcbI9Ui
6xhFJYohao1sWHjoGl7VrZ,Chinita,060TqET6tyyfAQLXDyIDD8,Raf Davis,3ehiyMZtca1S0nyLwUGfGq,234885,2020-01-25,47,0.719,0.633,10,-8.543,1,0.0638,0.0595,0.0,0.133,0.372,163.973,6xhFJYohao1sWHjoGl7VrZ,6xhFJYohao1sWHjoGl7VrZ
3ydNaTFEI8ddeLU2L3Q9lp,Ingatan Mo,7tiYEpNsb7Jgby6NB6jKfh,Yayoi,1LMwHPksbE4Qkdk7guwrHq,268993,2019-10-24,53,0.596,0.678,0,-6.261,1,0.0349,0.765,0.0,0.112,0.795,159.962,3ydNaTFEI8ddeLU2L3Q9lp,3ydNaTFEI8ddeLU2L3Q9lp
5jLUKFlEJzOf6b6PCaohFI,I Want You Back,1SrWbIDP84JcSDr0oTBAQw,Matthaios,5aqPbNJP9Kgw3g2DzQFnNz,265247,2019-06-23,56,0.843,0.411,1,-11.46,0,0.42,0.675,0.0,0.179,0.515,94.999,5jLUKFlEJzOf6b6PCaohFI,5jLUKFlEJzOf6b6PCaohFI
4Vm7Wy7U09ZWdjtQOudjO0,Balang Araw,0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,2x3VzQwftI27rvppS1oWSr,246923,2020-06-05,35,0.555,0.723,0,-5.414,1,0.0345,0.534,2.67e-06,0.105,0.539,104.062,4Vm7Wy7U09ZWdjtQOudjO0,4Vm7Wy7U09ZWdjtQOudjO0
0mgbKyUiFC1OBgfJTupePk,Selfie Song,5aquJZfDS2FWzG39lXbEN8,Davey Langit,4Xquqc0zUjeT7aeBHzevyF,281000,2017-09-01,31,0.679,0.855,7,-4.137,1,0.0261,0.00165,0.0,0.0939,0.572,105.044,0mgbKyUiFC1OBgfJTupePk,0mgbKyUiFC1OBgfJTupePk
